JobTitle,Gender,Age,PerfEval,Education,Dept,Seniority,BasePay,Bonus
Manager,Male,24,1,PhD,Administration,4,107990,4176
Marketing Associate,Female,53,5,College,Management,5,101579,4611
Manager,Female,28,5,PhD,Marketing,4,80276,9958
IT,Female,36,2,College,Management,2,115739,9148
Graphic Designer,Female,65,5,College,Management,5,98298,3482
Software Engineer,Female,59,5,Masters,Engineering,3,145656,8755
Graphic Designer,Female,41,4,PhD,Marketing,4,113098,3675
IT,Female,29,3,PhD,Operations,1,137728,9072
Marketing Associate,Male,48,3,College,Administration,5,147905,8546
Software Engineer,Male,64,2,Masters,Operations,1,137805,3510
IT,Male,46,5,Masters,Marketing,1,59601,9945
Manager,Female,26,2,College,Finance,4,111826,7329
Manager,Male,31,1,College,Finance,3,148470,6301
Graphic Designer,Female,60,4,College,Administration,2,63078,5703
Sales Associate,Male,51,3,High School,Marketing,1,140136,7815
Marketing Associate,Female,55,1,College,IT,2,100030,7299
IT,Female,24,4,PhD,Finance,3,107510,4987
IT,Male,64,3,High School,Marketing,3,98455,7404
Sales Associate,Male,46,3,PhD,Marketing,4,89764,5201
Human Resources,Female,27,1,Masters,Marketing,5,88547,5234
Manager,Female,59,2,College,Finance,2,110923,3599
Human Resources,Male,27,3,PhD,Finance,3,57816,8108
Manager,Female,20,3,Masters,Management,2,69687,9305
Manager,Male,20,4,High School,Engineering,3,130188,8045
Financial Analyst,Female,38,2,College,Marketing,3,122886,9687
Marketing Associate,Female,47,3,Masters,IT,1,63596,8504
Marketing Associate,Male,41,5,PhD,IT,4,58768,8710
Human Resources,Male,31,1,Masters,Operations,2,108089,3614
Graphic Designer,Male,59,2,Masters,Engineering,2,72630,5975
Human Resources,Female,55,2,PhD,Finance,2,69610,5467
Software Engineer,Female,24,4,High School,Sales,3,130424,3250
Manager,Female,52,4,High School,Administration,3,76631,9713
Human Resources,Female,22,3,High School,Operations,1,71596,6283
Software Engineer,Female,21,3,College,Marketing,1,76400,4752
Sales Associate,Male,31,3,High School,Operations,5,136759,5356
Graphic Designer,Female,60,4,High School,Administration,4,94394,6543
Human Resources,Female,29,3,High School,Engineering,3,89146,9395
Manager,Male,37,4,Masters,IT,3,56605,4644
Software Engineer,Female,60,1,College,Management,4,62077,7445
IT,Male,37,2,High School,Finance,2,131912,9328
Financial Analyst,Male,23,1,High School,Finance,2,59773,9495
Manager,Male,36,5,College,Operations,4,130637,7346
Financial Analyst,Female,32,3,PhD,Operations,2,85353,9690
Financial Analyst,Female,25,1,PhD,IT,5,136055,4785
Human Resources,Male,43,1,PhD,Management,2,75063,9859
Manager,Male,48,3,Masters,Sales,4,52855,6681
Marketing Associate,Male,34,1,Masters,Management,1,145243,4787
Software Engineer,Male,21,2,High School,Management,5,129284,9627
Financial Analyst,Female,38,2,College,Administration,4,95464,7813
Graphic Designer,Female,24,2,Masters,Finance,5,87145,6442
Sales Associate,Female,65,5,College,Engineering,2,94989,8567
Graphic Designer,Female,21,3,College,Finance,1,142030,4421
IT,Female,24,2,PhD,Engineering,1,135235,6679
Human Resources,Male,25,4,High School,Administration,5,55243,7381
Financial Analyst,Female,20,1,PhD,Marketing,1,90953,9637
IT,Female,31,2,High School,IT,3,103772,5506
Marketing Associate,Male,34,5,Masters,Administration,4,147694,4046
IT,Female,40,3,PhD,Management,3,105146,5878
Sales Associate,Female,51,3,Masters,Administration,1,103184,8678
Human Resources,Male,35,3,Masters,Management,1,117640,3423
Manager,Female,59,4,College,Operations,1,100586,6432
Marketing Associate,Female,28,4,Masters,Management,5,101896,3909
Graphic Designer,Female,64,5,PhD,Management,3,112716,5901
Software Engineer,Male,45,1,Masters,Management,5,102801,9834
Software Engineer,Male,25,4,PhD,Administration,1,115378,7574
Financial Analyst,Male,59,1,Masters,Engineering,5,84513,6635
Financial Analyst,Male,63,1,College,Engineering,2,91274,8831
Graphic Designer,Male,33,4,PhD,Management,4,105212,9373
Marketing Associate,Male,24,3,High School,IT,5,141345,5547
Graphic Designer,Male,20,3,College,Engineering,1,102090,4653
Manager,Male,28,5,College,Finance,1,122543,5049
Sales Associate,Male,29,4,High School,IT,4,88532,4501
Software Engineer,Female,28,2,PhD,Operations,4,79682,9885
Graphic Designer,Male,24,3,PhD,Administration,4,90954,9382
Software Engineer,Male,43,5,College,Marketing,3,147567,8270
IT,Male,62,4,Masters,Administration,5,77864,8887
Marketing Associate,Female,44,4,PhD,Engineering,3,95457,9720
IT,Male,43,4,High School,Management,3,139851,7644
Financial Analyst,Male,47,3,Masters,Operations,5,116864,4297
Software Engineer,Female,49,4,College,Administration,3,110876,6938
Graphic Designer,Male,53,5,Masters,Management,4,145370,6840
Human Resources,Male,58,5,High School,Engineering,2,51526,3158
Manager,Male,53,2,PhD,Management,3,73777,4104
Software Engineer,Female,32,1,High School,Operations,2,63294,9999
Human Resources,Female,48,1,High School,Sales,3,108674,9044
Sales Associate,Female,42,4,High School,Administration,1,50841,3969
Software Engineer,Male,34,4,College,IT,1,81017,8736
Graphic Designer,Male,43,5,PhD,Management,4,132079,7251
Graphic Designer,Male,46,2,Masters,Finance,2,67611,4450
Financial Analyst,Female,50,2,Masters,Engineering,1,93773,4667
Software Engineer,Male,59,3,College,Engineering,3,103953,3246
Marketing Associate,Female,60,3,Masters,Administration,3,98072,3501
Marketing Associate,Female,40,3,Masters,IT,1,130377,3934
Manager,Female,57,2,Masters,Management,3,93759,5069
Graphic Designer,Female,30,5,PhD,Engineering,2,132349,6487
Human Resources,Male,39,5,College,Engineering,1,134674,5014
Human Resources,Male,22,1,PhD,Engineering,5,101431,5656
Marketing Associate,Female,28,4,Masters,Sales,1,135315,5877
Sales Associate,Male,39,2,PhD,Sales,3,141936,6752
Graphic Designer,Female,33,3,College,Sales,3,63736,4969
Software Engineer,Female,29,4,PhD,Administration,5,115832,9889
Financial Analyst,Male,44,2,High School,Sales,2,112888,8535
Sales Associate,Female,26,2,PhD,Administration,3,67706,9330
Marketing Associate,Male,28,5,PhD,Engineering,3,92038,6531
IT,Female,31,4,High School,Finance,1,68210,8672
Human Resources,Female,57,5,High School,Finance,1,111506,9408
Financial Analyst,Female,21,2,College,Marketing,4,143803,9992
Manager,Female,46,3,Masters,Finance,5,64505,8489
Sales Associate,Male,38,4,Masters,Operations,5,111810,3679
Marketing Associate,Male,55,1,College,Administration,5,138801,4729
Human Resources,Male,60,5,Masters,Marketing,5,107258,7332
Financial Analyst,Male,63,4,High School,Engineering,4,113777,5646
Human Resources,Female,28,2,College,Sales,3,136442,5363
IT,Male,26,2,Masters,IT,4,100285,7205
IT,Female,32,1,College,Marketing,2,108632,6835
IT,Female,65,4,High School,Sales,3,140811,8674
Software Engineer,Female,52,3,Masters,IT,4,104853,9664
Manager,Male,23,2,Masters,Marketing,4,115567,3692
Sales Associate,Male,20,3,College,Operations,5,111893,4619
Human Resources,Male,31,4,High School,IT,5,76749,6700
Software Engineer,Male,30,2,College,Management,5,101541,9957
IT,Female,50,2,Masters,Marketing,1,124695,6009
Graphic Designer,Female,29,2,Masters,Management,3,73988,7233
IT,Male,44,2,PhD,Operations,5,93982,9939
Financial Analyst,Male,41,2,College,Sales,1,59245,6080
Software Engineer,Female,63,5,High School,Finance,3,137054,7332
Software Engineer,Female,52,4,High School,Engineering,5,54605,8604
Sales Associate,Female,21,5,Masters,Operations,4,88353,3013
Manager,Female,42,1,PhD,Marketing,2,105069,3589
Sales Associate,Female,30,2,High School,Engineering,2,108579,7063
Human Resources,Female,30,5,Masters,Sales,4,55740,7132
Marketing Associate,Male,27,1,College,Operations,4,60988,7154
Manager,Female,63,3,High School,Engineering,4,83789,5927
Manager,Female,31,2,College,Operations,2,67035,6987
Software Engineer,Female,31,4,PhD,Marketing,2,122053,8567
Graphic Designer,Female,24,2,PhD,Sales,5,92588,8135
Manager,Female,40,1,Masters,Management,1,110108,3054
Marketing Associate,Male,41,4,Masters,Marketing,2,138387,4884
Marketing Associate,Male,43,3,PhD,Finance,2,138158,4816
Sales Associate,Female,57,3,College,Operations,3,112859,9725
Sales Associate,Male,52,4,Masters,Marketing,5,62129,5421
Financial Analyst,Male,37,5,Masters,Marketing,5,126798,4335
Software Engineer,Female,32,2,High School,Administration,1,75920,8951
Graphic Designer,Female,43,5,Masters,Management,2,52730,7729
Human Resources,Female,54,3,College,IT,2,113850,4040
Manager,Female,53,5,High School,Operations,4,127179,7871
Manager,Male,22,4,PhD,Finance,2,149254,8032
Financial Analyst,Female,41,4,College,Engineering,1,86593,8494
Manager,Female,33,5,College,IT,3,144470,5201
Software Engineer,Female,55,3,Masters,Finance,2,54174,9722
Marketing Associate,Female,24,5,High School,IT,4,82836,7773
Manager,Male,37,3,PhD,IT,5,82945,6982
Marketing Associate,Male,39,5,College,Management,1,85184,5399
IT,Female,27,3,Masters,Engineering,3,63781,4894
Software Engineer,Female,24,5,High School,Finance,4,132900,7091
Marketing Associate,Female,35,2,Masters,IT,2,127703,7036
Financial Analyst,Female,21,2,High School,Marketing,1,87789,7370
IT,Male,57,4,High School,IT,1,54687,4390
Manager,Female,21,4,Masters,Administration,3,110879,7222
Manager,Female,38,2,High School,IT,4,120723,8078
Marketing Associate,Male,27,2,High School,Finance,2,146997,4880
Manager,Female,31,5,High School,IT,1,82717,4303
Manager,Male,50,1,High School,Management,1,73121,6476
Sales Associate,Male,23,4,College,Administration,1,131472,5840
Manager,Male,38,1,PhD,Administration,1,72313,4324
Marketing Associate,Female,26,3,High School,Operations,1,80551,7423
Sales Associate,Female,58,5,Masters,IT,4,105156,3263
Marketing Associate,Male,56,4,High School,Administration,4,93417,4813
Sales Associate,Female,39,1,PhD,Management,3,131868,5705
Graphic Designer,Female,23,1,PhD,Management,1,138203,8564
Manager,Female,64,2,Masters,Administration,4,99536,9237
Manager,Female,24,4,High School,Engineering,1,97528,7407
Sales Associate,Male,30,1,Masters,Administration,3,103202,5201
Financial Analyst,Male,53,4,PhD,IT,5,89200,6499
Human Resources,Male,57,5,PhD,Administration,2,84621,5843
Manager,Female,53,5,College,Engineering,4,141320,8891
Software Engineer,Female,37,5,College,Finance,5,127469,4441
Marketing Associate,Female,21,4,PhD,Management,1,97796,9525
Manager,Female,62,1,High School,Engineering,1,69819,9267
Marketing Associate,Male,65,1,PhD,Engineering,1,78086,5560
Financial Analyst,Male,43,4,PhD,IT,2,60784,5104
Financial Analyst,Female,56,4,High School,Management,5,59967,8286
Manager,Male,32,2,High School,Administration,2,68955,9884
Human Resources,Female,54,1,Masters,Finance,2,55575,7348
Graphic Designer,Male,21,5,Masters,Management,5,85895,4504
Sales Associate,Female,39,5,College,Sales,1,132562,9692
IT,Male,57,3,College,Engineering,1,142828,8168
Human Resources,Male,39,1,High School,Marketing,2,73926,4168
Sales Associate,Female,59,5,College,Operations,5,117771,9585
Sales Associate,Male,53,4,College,Administration,4,75913,3785
Software Engineer,Male,59,5,High School,Operations,3,82682,3741
Manager,Male,46,4,PhD,Finance,4,125579,4684
Sales Associate,Male,58,3,High School,Management,4,75523,7338
Software Engineer,Female,39,2,College,Management,5,72772,3104
Human Resources,Male,35,3,High School,Marketing,1,85082,4324
Marketing Associate,Male,62,1,College,Marketing,2,88714,7116
Software Engineer,Female,65,1,PhD,Marketing,1,132551,8786
IT,Male,42,3,College,Engineering,3,114433,6714
Graphic Designer,Female,58,5,College,Engineering,3,120539,4367
IT,Female,63,2,College,Marketing,3,116149,8380
Sales Associate,Female,63,1,High School,Finance,5,143044,3549
Human Resources,Male,44,2,Masters,Engineering,4,85365,3274
Manager,Male,33,4,High School,Finance,4,56967,8791
Marketing Associate,Male,39,2,PhD,Marketing,5,74555,6256
IT,Male,45,2,PhD,Finance,3,116638,8859
Human Resources,Female,26,1,High School,Sales,3,144356,4033
Software Engineer,Female,44,1,College,Finance,4,90906,4360
Marketing Associate,Female,52,4,Masters,IT,4,145056,7816
Graphic Designer,Female,63,1,PhD,IT,4,55008,5703
Software Engineer,Male,35,1,PhD,Administration,2,100261,7775
Graphic Designer,Male,51,4,Masters,Operations,2,125673,4592
IT,Male,57,3,High School,Management,5,109010,8792
Manager,Male,53,4,PhD,Engineering,5,77414,5429
Sales Associate,Female,39,4,Masters,IT,3,145365,4825
Graphic Designer,Male,45,2,High School,IT,4,78972,7519
IT,Male,56,5,High School,Finance,4,127914,7907
Human Resources,Female,60,4,PhD,Finance,2,115693,4155
Financial Analyst,Female,50,4,PhD,Finance,1,84232,3827
Graphic Designer,Female,53,4,High School,Management,1,52741,5073
IT,Female,23,5,High School,Operations,2,138844,3384
Software Engineer,Female,49,2,Masters,Marketing,3,72450,3635
Human Resources,Female,37,3,PhD,Finance,2,136685,7196
Software Engineer,Female,61,5,PhD,Finance,3,88933,3055
Human Resources,Male,62,4,PhD,IT,4,118786,7115
Graphic Designer,Female,56,1,PhD,Finance,3,55384,7709
Software Engineer,Male,65,2,College,Management,1,89653,5815
Sales Associate,Male,20,1,Masters,Marketing,2,81092,5342
IT,Female,42,5,Masters,Operations,5,74720,7005
Manager,Male,37,4,High School,Management,5,83987,7365
Graphic Designer,Male,54,3,College,Marketing,1,122323,3438
Software Engineer,Male,35,1,High School,Finance,1,95786,5216
Marketing Associate,Female,59,1,High School,Operations,3,102268,5346
Financial Analyst,Female,59,3,Masters,Engineering,2,75537,8420
Financial Analyst,Male,40,1,Masters,Marketing,3,113784,8750
Financial Analyst,Male,43,2,High School,Management,4,50698,6827
Human Resources,Female,65,1,Masters,Finance,5,54913,6096
Manager,Female,52,1,High School,IT,4,106848,3727
Marketing Associate,Female,55,5,High School,IT,4,54458,3185
Marketing Associate,Male,53,3,College,Engineering,2,136994,5842
Human Resources,Female,46,4,PhD,Operations,1,56894,6105
Marketing Associate,Female,46,5,High School,IT,2,101134,9762
Human Resources,Male,41,5,PhD,Marketing,3,124326,6186
Manager,Female,62,5,College,Marketing,1,84390,3139
Manager,Male,25,1,Masters,Management,2,124807,4986
Graphic Designer,Male,51,1,High School,Administration,1,91098,7536
IT,Male,44,1,Masters,Administration,1,75445,5282
Financial Analyst,Male,27,4,PhD,Engineering,1,81373,6786
Graphic Designer,Male,50,3,College,Finance,1,74053,7400
Graphic Designer,Female,39,5,College,Administration,5,92585,3693
IT,Female,24,1,High School,Engineering,5,51284,5980
Human Resources,Female,65,4,PhD,Administration,1,108288,9642
Software Engineer,Male,47,5,College,Administration,1,125892,8052
Manager,Male,49,3,College,Finance,1,128666,8324
IT,Male,60,2,PhD,Operations,4,73671,8913
Manager,Female,41,5,Masters,Management,2,121264,4087
Software Engineer,Female,56,3,PhD,Finance,5,80310,3630
Graphic Designer,Male,55,5,College,Administration,5,105504,8341
Human Resources,Female,24,2,College,IT,4,116706,3007
IT,Male,25,1,PhD,Administration,5,114174,3245
Human Resources,Male,41,2,Masters,Administration,4,60694,6382
IT,Male,53,4,College,Finance,5,79127,3266
Human Resources,Female,31,3,PhD,IT,2,142223,5745
Financial Analyst,Male,42,1,PhD,Finance,5,50034,7560
Sales Associate,Male,52,5,High School,Operations,5,134357,6823
Human Resources,Female,31,3,PhD,Administration,3,101265,8679
Software Engineer,Female,64,1,Masters,Administration,4,147368,6454
Sales Associate,Female,57,4,College,Management,1,111130,6124
Sales Associate,Female,29,4,PhD,Finance,5,72351,7273
Software Engineer,Female,58,5,Masters,IT,1,93213,9789
Sales Associate,Female,36,5,College,Engineering,4,52448,7926
Sales Associate,Male,38,5,High School,Sales,2,55607,8833
Software Engineer,Male,38,1,Masters,Administration,3,111650,5983
Financial Analyst,Male,63,1,PhD,Marketing,1,67213,4681
Marketing Associate,Female,39,1,High School,IT,3,98519,4541
Sales Associate,Male,49,2,Masters,Finance,4,60722,6381
IT,Female,64,5,College,Management,5,55794,7797
Sales Associate,Male,64,3,High School,Engineering,1,125560,5998
Software Engineer,Female,47,2,PhD,Sales,4,122318,5991
Human Resources,Female,61,4,High School,Marketing,2,140295,8909
Human Resources,Male,54,2,High School,Marketing,5,148891,9005
Sales Associate,Male,33,3,Masters,Finance,3,99282,8532
Manager,Male,20,1,PhD,Management,1,91370,4526
Marketing Associate,Male,59,4,PhD,Operations,2,126776,5252
Software Engineer,Female,41,2,High School,Engineering,2,146942,9215
Graphic Designer,Male,60,5,College,Sales,5,69152,8414
Financial Analyst,Female,23,4,PhD,Sales,2,147371,4322
Software Engineer,Female,57,1,High School,Engineering,4,75665,9206
Software Engineer,Male,39,3,PhD,Finance,1,90150,7393
Sales Associate,Female,34,3,Masters,Administration,2,106892,5575
Graphic Designer,Female,56,3,High School,Sales,4,97712,7986
Manager,Male,47,2,PhD,Operations,2,84486,8381
Marketing Associate,Female,35,3,Masters,Sales,1,64666,8933
IT,Female,52,3,High School,IT,1,111448,3301
Sales Associate,Male,41,1,Masters,Engineering,1,53368,6926
Marketing Associate,Male,22,5,High School,Finance,1,138912,9104
Financial Analyst,Male,62,3,High School,Finance,5,113453,5673
Graphic Designer,Male,51,1,College,Management,3,147688,3155
Manager,Female,30,5,PhD,Marketing,1,79746,8079
Financial Analyst,Female,37,1,PhD,Administration,3,81346,5036
IT,Male,43,5,High School,Finance,5,88111,8906
Manager,Male,22,3,High School,IT,2,139934,5030
IT,Female,48,1,High School,Administration,1,149064,9411
Sales Associate,Female,29,5,College,Administration,1,130650,6325
Manager,Female,29,5,College,IT,1,95450,3941
Human Resources,Male,32,5,PhD,Marketing,5,91773,9087
Graphic Designer,Female,20,2,High School,Marketing,3,55665,9870
Sales Associate,Female,20,3,Masters,Administration,1,111067,8339
Graphic Designer,Female,57,2,High School,Operations,4,74102,3368
IT,Female,59,4,PhD,Finance,4,60375,7669
Sales Associate,Male,34,5,College,Management,3,122363,3200
Software Engineer,Female,34,4,PhD,Marketing,2,87272,5950
Software Engineer,Female,29,1,College,Management,4,132394,3163
Graphic Designer,Male,47,2,High School,Management,1,100663,3067
Human Resources,Female,47,4,Masters,Engineering,3,89937,5265
Software Engineer,Female,60,5,High School,Management,4,128240,5472
Marketing Associate,Male,39,5,College,Engineering,5,149683,9786
Graphic Designer,Male,56,2,Masters,Administration,5,69078,5426
Software Engineer,Female,60,1,PhD,IT,5,124419,3971
IT,Female,49,5,Masters,Management,3,138123,7995
Software Engineer,Male,23,2,College,Engineering,2,95070,4400
Manager,Female,22,1,High School,Sales,1,115231,7282
Marketing Associate,Male,28,4,PhD,IT,3,68803,4986
Manager,Female,49,2,High School,Engineering,3,96021,4669
Manager,Female,46,3,Masters,Finance,2,91099,8537
IT,Male,29,4,PhD,Sales,2,111653,7926
Human Resources,Male,53,3,High School,Operations,4,125587,6029
Financial Analyst,Female,56,1,Masters,Administration,2,97561,5567
Software Engineer,Female,55,4,PhD,IT,1,118472,7710
Marketing Associate,Male,42,1,College,Administration,1,77270,5098
Human Resources,Female,50,3,Masters,Engineering,1,57577,9039
Sales Associate,Female,63,1,Masters,Engineering,5,125864,3869
Financial Analyst,Female,29,2,PhD,Management,2,126991,8927
Marketing Associate,Female,50,2,Masters,Engineering,5,118489,3631
Marketing Associate,Female,37,1,High School,Administration,3,138712,3243
Software Engineer,Male,55,3,Masters,Administration,5,146887,9763
Human Resources,Male,20,5,College,Operations,5,101757,4930
Financial Analyst,Male,33,2,High School,IT,5,132602,6538
Marketing Associate,Male,28,5,College,Sales,2,121864,9381
Graphic Designer,Female,28,4,High School,Management,3,137002,9769
Sales Associate,Female,60,5,Masters,Marketing,3,103029,3418
Software Engineer,Male,24,2,PhD,Operations,1,122051,7954
Sales Associate,Female,45,3,High School,Finance,3,93447,4648
Graphic Designer,Male,53,2,Masters,Finance,4,136705,4834
Sales Associate,Male,21,1,Masters,Marketing,2,119230,9514
Manager,Female,53,4,PhD,Sales,3,131944,8736
Human Resources,Male,25,5,PhD,Management,3,57611,3568
Marketing Associate,Female,32,3,High School,Finance,3,109464,9720
Sales Associate,Female,60,5,PhD,Finance,4,81114,4893
Graphic Designer,Female,65,1,High School,Sales,2,83440,5712
Graphic Designer,Female,64,5,Masters,Administration,4,97449,5853
Software Engineer,Female,56,2,PhD,Marketing,4,111927,3475
Human Resources,Male,40,2,College,Management,3,57177,9702
IT,Female,61,1,PhD,Marketing,1,117300,5910
Graphic Designer,Female,27,1,College,Management,5,112266,5760
Graphic Designer,Female,49,4,Masters,Engineering,5,118873,3900
Marketing Associate,Male,38,4,College,Operations,4,149420,6789
IT,Male,31,2,College,Marketing,5,64617,9359
Graphic Designer,Male,63,1,PhD,IT,5,134027,5342
IT,Male,52,4,College,IT,4,86791,3872
Financial Analyst,Male,26,2,PhD,IT,4,64208,7606
Graphic Designer,Female,59,5,College,Administration,4,124229,3045
IT,Male,59,4,Masters,Sales,4,104871,6113
Human Resources,Female,45,2,Masters,IT,3,98009,5117
Marketing Associate,Male,36,5,Masters,Engineering,1,115153,3812
Manager,Female,52,5,PhD,Sales,5,118159,9388
Software Engineer,Female,33,2,Masters,Operations,2,146226,8361
Marketing Associate,Male,29,1,College,Sales,4,117396,9453
Human Resources,Male,28,3,Masters,Administration,5,102586,3792
Software Engineer,Female,40,5,Masters,Sales,3,146895,4548
Sales Associate,Male,60,2,PhD,Engineering,4,148596,7001
Human Resources,Male,34,5,College,Finance,1,92937,3745
Marketing Associate,Male,20,3,PhD,IT,2,110184,6075
Manager,Female,57,2,Masters,Finance,2,57225,5256
Manager,Male,46,5,PhD,Management,3,128374,8243
Manager,Male,55,3,PhD,IT,1,57263,7992
Financial Analyst,Male,48,2,College,Marketing,5,147868,5508
Financial Analyst,Female,48,1,College,Sales,4,114608,3436
Software Engineer,Female,42,2,PhD,Engineering,1,119472,4481
Manager,Male,61,3,Masters,Operations,5,132931,8889
Human Resources,Female,40,4,College,IT,1,86549,4204
Sales Associate,Female,47,3,College,Management,4,76304,8926
IT,Male,52,4,High School,Operations,5,101220,5730
IT,Female,55,1,Masters,Marketing,3,103793,9201
IT,Female,61,4,College,Marketing,1,71333,6342
Sales Associate,Female,29,3,Masters,IT,4,132102,9125
Software Engineer,Male,58,4,High School,Sales,3,122020,4074
Software Engineer,Female,46,1,High School,Marketing,4,135576,3869
Software Engineer,Female,62,1,PhD,Finance,3,86296,6553
Sales Associate,Male,55,3,PhD,Engineering,2,114809,4581
Manager,Male,59,2,PhD,Sales,4,82562,9694
Software Engineer,Male,30,5,PhD,IT,5,61841,5730
Human Resources,Male,29,2,PhD,Engineering,2,106948,7811
Sales Associate,Female,35,4,Masters,Marketing,3,70566,7715
Graphic Designer,Female,30,5,PhD,Engineering,2,131263,8072
IT,Male,26,5,Masters,Management,1,81139,3275
Software Engineer,Female,45,5,Masters,Engineering,4,78996,8620
Graphic Designer,Male,59,2,Masters,Engineering,2,141993,9670
Manager,Female,45,1,College,Operations,4,120121,3143
Software Engineer,Female,42,1,Masters,Management,4,139179,6726
Manager,Female,25,2,PhD,Administration,3,82484,7569
Human Resources,Male,35,3,College,Finance,3,125979,3311
Human Resources,Male,33,3,Masters,Engineering,3,139261,9430
IT,Male,49,3,High School,Operations,4,119035,4611
IT,Male,42,5,College,Engineering,4,62442,9869
Human Resources,Male,52,2,College,IT,5,76327,3995
Sales Associate,Male,62,4,High School,IT,1,109437,9374
Human Resources,Male,22,2,High School,Operations,5,65057,5911
IT,Male,42,5,High School,Engineering,3,87954,5167
Software Engineer,Male,63,1,PhD,Administration,3,132980,8846
Sales Associate,Female,39,4,PhD,Engineering,2,99567,9916
Graphic Designer,Male,32,3,High School,IT,3,132100,3775
Manager,Female,28,1,High School,Marketing,1,142837,3761
Software Engineer,Female,29,3,PhD,Marketing,1,117463,7401
Graphic Designer,Male,40,3,College,Finance,1,115528,9630
IT,Male,31,4,PhD,Management,2,92185,6744
Graphic Designer,Female,20,2,PhD,IT,2,119725,3799
Marketing Associate,Male,23,2,College,Finance,5,146774,3709
Manager,Female,32,5,PhD,IT,5,108136,7252
Sales Associate,Female,62,4,PhD,IT,5,57871,9870
Sales Associate,Female,41,2,High School,Sales,4,135188,9192
Marketing Associate,Female,65,5,PhD,Marketing,5,121470,8636
Software Engineer,Female,22,3,College,Management,2,113771,5313
Marketing Associate,Female,49,4,College,Marketing,2,131037,8059
Software Engineer,Female,50,4,High School,IT,1,67727,4672
Human Resources,Female,21,2,Masters,Sales,4,81311,6690
Manager,Male,20,4,College,Operations,2,51254,4154
Marketing Associate,Male,59,2,College,IT,1,88109,3616
Manager,Female,59,4,Masters,Management,1,137316,8602
IT,Male,55,5,College,Management,5,144918,8078
Marketing Associate,Male,27,3,College,Management,3,90976,7282
Marketing Associate,Female,40,1,College,Engineering,3,127941,4831
Human Resources,Male,62,4,Masters,Marketing,2,60112,9548
Human Resources,Female,53,1,High School,Engineering,2,102945,5623
Manager,Female,22,4,High School,Administration,1,120878,7330
Marketing Associate,Male,63,3,Masters,Operations,4,61324,6011
Human Resources,Male,57,3,Masters,Management,1,131494,4728
Sales Associate,Male,65,3,High School,Management,3,123595,6685
Human Resources,Female,46,1,Masters,Administration,4,123057,7851
Financial Analyst,Female,46,4,High School,Administration,2,139524,9728
Marketing Associate,Male,50,3,High School,Marketing,1,125340,4097
Software Engineer,Female,61,5,PhD,Finance,2,108067,5367
Financial Analyst,Male,53,2,Masters,Management,4,72208,6737
IT,Female,21,3,College,Management,2,90238,4721
Software Engineer,Male,35,5,PhD,Marketing,5,120415,4740
Marketing Associate,Male,30,1,High School,Sales,3,116854,7263
Software Engineer,Male,27,4,Masters,Engineering,1,82361,9779
Manager,Female,48,4,College,Marketing,3,111030,6627
Marketing Associate,Female,39,1,High School,Management,4,72127,9237
Marketing Associate,Female,51,3,Masters,Marketing,3,84869,5184
Marketing Associate,Female,57,3,High School,Engineering,2,119564,4247
Software Engineer,Male,24,5,High School,IT,3,111444,5078
Human Resources,Female,22,4,High School,Operations,3,123247,9297
Manager,Female,39,5,High School,Engineering,3,84676,5035
Software Engineer,Female,54,5,High School,Administration,2,135931,4999
Marketing Associate,Male,21,5,High School,Sales,1,144488,6041
Graphic Designer,Female,36,3,High School,Finance,1,67166,6024
IT,Female,20,1,Masters,Management,1,75171,4252
Sales Associate,Female,30,1,Masters,IT,3,89443,4793
Sales Associate,Female,28,4,PhD,Administration,4,149579,6471
IT,Female,25,3,High School,Engineering,5,130469,3377
Sales Associate,Male,56,4,Masters,Finance,2,134026,4486
Marketing Associate,Female,59,4,College,Operations,5,100533,7549
IT,Male,46,1,High School,Management,4,95401,9294
Manager,Female,27,4,Masters,Finance,2,70771,3800
Financial Analyst,Male,55,3,High School,Operations,3,64354,6256
Marketing Associate,Male,29,2,High School,IT,2,124314,4589
IT,Female,54,4,PhD,Engineering,3,149704,4585
Marketing Associate,Female,43,5,High School,Finance,3,143538,6569
Marketing Associate,Female,31,1,College,Finance,5,62676,4091
Sales Associate,Male,47,3,College,IT,4,95741,7411
Sales Associate,Female,31,5,College,Marketing,1,120047,9388
Financial Analyst,Female,44,3,High School,Administration,1,61353,3763
Sales Associate,Male,32,5,Masters,Administration,4,111936,6527
Software Engineer,Female,64,3,PhD,Operations,2,75885,4568
Human Resources,Female,49,3,High School,Operations,4,65001,3016
Human Resources,Male,21,2,Masters,Operations,2,82331,7835
Graphic Designer,Male,34,5,PhD,Marketing,2,62042,4743
IT,Male,42,4,PhD,Engineering,1,110583,5818
Graphic Designer,Male,37,2,High School,Finance,2,109487,8210
Marketing Associate,Female,59,3,PhD,Engineering,1,83539,8663
Marketing Associate,Female,21,5,High School,Operations,5,87781,8817
Software Engineer,Female,43,5,High School,Sales,2,56295,4697
Financial Analyst,Female,48,4,Masters,Finance,4,122381,6847
Marketing Associate,Male,31,1,High School,Marketing,5,120741,5103
Financial Analyst,Female,58,2,Masters,Sales,1,116213,3811
Manager,Male,53,3,College,Marketing,1,56072,7678
Human Resources,Female,60,5,High School,Marketing,4,51452,5931
IT,Female,34,5,College,Marketing,1,77317,4598
